dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,final,0.005,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.026127320954907163, ""median"": 0.01989389920424403, ""p90"": 0.037267904509283814, ""min"": 0.017241379310344827, ""max"": 0.03779840848806366, ""std"": 0.009039996386181417}",-0.6129173184269562
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,final,0.01,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.017639257294429708, ""median"": 0.013925729442970823, ""p90"": 0.027718832891246683, ""min"": 0.007957559681697613, ""max"": 0.028514588859416445, ""std"": 0.008310053155342462}",-0.6363493323806253
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,final,0.03,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.004774535809018567, ""median"": 0.003978779840848806, ""p90"": 0.008090185676392574, ""min"": 0.001326259946949602, ""max"": 0.008620689655172414, ""std"": 0.0027629531374004854}",-0.8230548917531015
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,final,0.05,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.002122015915119363, ""median"": 0.001326259946949602, ""p90"": 0.004376657824933687, ""min"": 0.0, ""max"": 0.004641909814323607, ""std"": 0.001847266349759167}",-0.6448314199366041
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,final,0.1,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.0003978779840848806, ""median"": 0.0, ""p90"": 0.0010610079575596818, ""min"": 0.0, ""max"": 0.001326259946949602, ""std"": 0.0005305039787798408}",-0.2721655269759087
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",final,0.005,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.03978779840848806, ""median"": 0.03249336870026525, ""p90"": 0.054907161803713536, ""min"": 0.015251989389920425, ""max"": 0.10477453580901856, ""std"": 0.02447300011571079}",0.5672618054136377
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",final,0.01,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.025051576775714707, ""median"": 0.021220159151193633, ""p90"": 0.037135278514588865, ""min"": 0.008620689655172414, ""max"": 0.07692307692307693, ""std"": 0.01925432711000422}",0.5705221845595192
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",final,0.03,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.008841732979664015, ""median"": 0.005305039787798408, ""p90"": 0.016445623342175072, ""min"": 0.0, ""max"": 0.03183023872679045, ""std"": 0.008957028996178076}",0.5597990970715303
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",final,0.05,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.003978779840848806, ""median"": 0.002652519893899204, ""p90"": 0.007559681697612734, ""min"": 0.0, ""max"": 0.013925729442970823, ""std"": 0.0039541431962861005}",0.4710826789953524
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",final,0.1,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.0011788977306218685, ""median"": 0.000663129973474801, ""p90"": 0.0023872679045092845, ""min"": 0.0, ""max"": 0.003978779840848806, ""std"": 0.001160331251696406}",0.6226168773859245
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",final,0.005,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.05271883289124668, ""median"": 0.04907161803713528, ""p90"": 0.09376657824933687, ""min"": 0.008620689655172414, ""max"": 0.10411140583554376, ""std"": 0.03693788719023967}",0.889038046574312
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",final,0.01,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.034151193633952255, ""median"": 0.03216180371352785, ""p90"": 0.061007957559681705, ""min"": 0.005305039787798408, ""max"": 0.06697612732095491, ""std"": 0.024303962313403083}",0.8896897376255788
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",final,0.03,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.011273209549071619, ""median"": 0.010941644562334218, ""p90"": 0.020291777188328915, ""min"": 0.001326259946949602, ""max"": 0.021883289124668436, ""std"": 0.008295753317769765}",0.8967146860727965
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",final,0.05,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.003812997347480106, ""median"": 0.0026525198938992045, ""p90"": 0.007493368700265252, ""min"": 0.000663129973474801, ""max"": 0.009283819628647215, ""std"": 0.0032948618889840505}",0.7486788454902213
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",final,0.1,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.0004973474801061008, ""median"": 0.0003315649867374005, ""p90"": 0.0011273209549071618, ""min"": 0.0, ""max"": 0.001326259946949602, ""std"": 0.000549838327313561}",0.07009996372327816
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.012599469496021221, ""median"": 0.012599469496021221, ""p90"": 0.012599469496021221, ""min"": 0.012599469496021221, ""max"": 0.012599469496021221, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.022104332449160036, ""median"": 0.023209549071618037, ""p90"": 0.026923076923076925, ""min"": 0.015251989389920425, ""max"": 0.027851458885941646, ""std"": 0.005202741952228038}",0.6244130818223642
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.014809902740937223, ""median"": 0.011936339522546418, ""p90"": 0.02095490716180371, ""min"": 0.009283819628647215, ""max"": 0.023209549071618037, ""std"": 0.006037356447280135}",0.17936438266678528
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0035366931918656055, ""median"": 0.002652519893899204, ""p90"": 0.006366047745358091, ""min"": 0.000663129973474801, ""max"": 0.007294429708222812, ""std"": 0.0027784715052998534}",0.29230641110773387
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0008841732979664014, ""median"": 0.000663129973474801, ""p90"": 0.0011936339522546418, ""min"": 0.000663129973474801, ""max"": 0.001326259946949602, ""std"": 0.00031260246736805814}",0.0
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I prefer Logitech, therefore seek for a wireless mouse with Logitech in the Flipkart app's brand filter.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013925729442970823, ""median"": 0.013925729442970823, ""p90"": 0.013925729442970823, ""min"": 0.013925729442970823, ""max"": 0.013925729442970823, ""std"": 0.0}",
task,"I prefer Logitech, therefore seek for a wireless mouse with Logitech in the Flipkart app's brand filter.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
