dimension,value,feature_boundary,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,model_ready_visual,final,0.01,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.09336870026525199, ""median"": 0.07957559681697612, ""p90"": 0.13527851458885942, ""min"": 0.0610079575596817, ""max"": 0.14588859416445624, ""std"": 0.03381936859524504}",-0.7065684874187639
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,model_ready_visual,final,0.03,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.06153846153846153, ""median"": 0.04774535809018567, ""p90"": 0.08594164456233422, ""min"": 0.042440318302387266, ""max"": 0.09018567639257294, ""std"": 0.01944859711387094}",-0.6161856410758674
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,model_ready_visual,final,0.05,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.0493368700265252, ""median"": 0.042440318302387266, ""p90"": 0.07055702917771883, ""min"": 0.029177718832891247, ""max"": 0.07161803713527852, ""std"": 0.017642747106966464}",-0.4828448058712324
task,Go to the GVB app and search for the train from Rome to Venice on August 17.,model_ready_visual,final,0.1,cosine_distance,5,"{""count"": 5, ""mean"": 0.05625, ""median"": 0.0546875, ""p90"": 0.06875, ""min"": 0.046875, ""max"": 0.078125, ""std"": 0.011481983169296148}","{""count"": 5, ""mean"": 0.03395225464190981, ""median"": 0.029177718832891247, ""p90"": 0.04668435013262599, ""min"": 0.021220159151193633, ""max"": 0.04774535809018567, ""std"": 0.01053020331102345}",-0.6101618017607142
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",model_ready_visual,final,0.005,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.22870615974064248, ""median"": 0.17771883289124668, ""p90"": 0.303448275862069, ""min"": 0.13262599469496023, ""max"": 0.5517241379310345, ""std"": 0.11879405612647792}",0.7330630034155657
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",model_ready_visual,final,0.01,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.174771588564692, ""median"": 0.13262599469496023, ""p90"": 0.24615384615384622, ""min"": 0.08222811671087533, ""max"": 0.4562334217506631, ""std"": 0.10423832800231995}",0.7117989030489423
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",model_ready_visual,final,0.03,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.10639552018862364, ""median"": 0.08488063660477453, ""p90"": 0.14641909814323611, ""min"": 0.03713527851458886, ""max"": 0.2864721485411141, ""std"": 0.06716743309192238}",0.6367454257900296
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",model_ready_visual,final,0.05,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.08222811671087533, ""median"": 0.06896551724137931, ""p90"": 0.1204244031830239, ""min"": 0.026525198938992044, ""max"": 0.23076923076923078, ""std"": 0.05563972669337675}",0.6266143604247356
task,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app.",model_ready_visual,final,0.1,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.05157677571470675, ""median"": 0.050397877984084884, ""p90"": 0.0827586206896552, ""min"": 0.013262599469496022, ""max"": 0.14854111405835543, ""std"": 0.03928578297188714}",0.4218626847018944
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11405835543766578, ""median"": 0.11405835543766578, ""p90"": 0.11405835543766578, ""min"": 0.11405835543766578, ""max"": 0.11405835543766578, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.058355437665782495, ""median"": 0.058355437665782495, ""p90"": 0.058355437665782495, ""min"": 0.058355437665782495, ""max"": 0.058355437665782495, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.042440318302387266, ""median"": 0.042440318302387266, ""p90"": 0.042440318302387266, ""min"": 0.042440318302387266, ""max"": 0.042440318302387266, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03183023872679045, ""median"": 0.03183023872679045, ""p90"": 0.03183023872679045, ""min"": 0.03183023872679045, ""max"": 0.03183023872679045, ""std"": 0.0}",
task,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes.",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",model_ready_visual,final,0.005,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.236737400530504, ""median"": 0.23342175066312998, ""p90"": 0.3962864721485411, ""min"": 0.058355437665782495, ""max"": 0.4217506631299735, ""std"": 0.14788095773199353}",0.8997282056357266
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",model_ready_visual,final,0.01,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.17970822281167106, ""median"": 0.16710875331564987, ""p90"": 0.3111405835543766, ""min"": 0.042440318302387266, ""max"": 0.3421750663129973, ""std"": 0.11812465089370307}",0.879695059262919
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",model_ready_visual,final,0.03,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.12400530503978781, ""median"": 0.1193633952254642, ""p90"": 0.21697612732095492, ""min"": 0.021220159151193633, ""max"": 0.23607427055702918, ""std"": 0.08484695535332674}",0.8994597430506137
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",model_ready_visual,final,0.05,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.09482758620689655, ""median"": 0.09018567639257294, ""p90"": 0.17082228116710876, ""min"": 0.010610079575596816, ""max"": 0.1883289124668435, ""std"": 0.06900057770301575}",0.9004614266616832
task,"I had to go see Carlos, a buddy of mine who is staying in New York. Using the Expedia app, locate a flight for one adult in the Economy class on November 20 from Sao paulo - GRU International Airport to New York - JFK International Airport.",model_ready_visual,final,0.1,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.07360742705570292, ""median"": 0.07029177718832891, ""p90"": 0.13421750663129975, ""min"": 0.005305039787798408, ""max"": 0.14854111405835543, ""std"": 0.05514355371481397}",0.9058641107716694
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0636604774535809, ""median"": 0.0636604774535809, ""p90"": 0.0636604774535809, ""min"": 0.0636604774535809, ""max"": 0.0636604774535809, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.04774535809018567, ""median"": 0.04774535809018567, ""p90"": 0.04774535809018567, ""min"": 0.04774535809018567, ""max"": 0.04774535809018567, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.042440318302387266, ""median"": 0.042440318302387266, ""p90"": 0.042440318302387266, ""min"": 0.042440318302387266, ""max"": 0.042440318302387266, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
task,"I have an upcoming work conference on October 28th, 2023, at 3:30 p.m. and would like to create a calendar event on the calendar app with the name work conference. so that I won't miss the event.",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I have heard Kp 69 thermostat is a reliable product, view the product details of Kp 69 Thermostat on the Industrybuying app.",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0078125, ""median"": 0.0078125, ""p90"": 0.0078125, ""min"": 0.0078125, ""max"": 0.0078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",model_ready_visual,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.16710875331564987, ""median"": 0.1830238726790451, ""p90"": 0.19363395225464192, ""min"": 0.1220159151193634, ""max"": 0.1962864721485411, ""std"": 0.032341894178906955}",0.7700969597097889
task,"I need to visit Berlin for a meeting on oct 15th of November, so i want to search for a hotel for my stay.",model_ready_visual,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.053125000000000006, ""min"": 0.0390625, ""max"": 0.0546875, ""std"": 0.00637887953849786}","{""count"": 3, ""mean"": 0.1246684350132626, ""median"": 0.14854111405835543, ""p90"": 0.14854111405835543, ""min"": 0.07692307692307693, ""max"": 0.14854111405835543, ""std"": 0.03376106647575028}",0.8660254037844386
